gift_id,donor_id,first_name,last_name,email,phone,constituent_type,class_year,capacity_tier,city,state,gift_date,gift_amount,fund_designation
G202728,CA100991,Joel,Tate,joel.tate812@hotmail.com,494-290-5315,Alumni,2013,Low,Cherylhaven,AZ,2023-11-14,59.33,Capital Campaign
G202729,CA101178,Jonathan,Jones,jonathan.jones818@hotmail.com,+1-261-701-9753x58464,Faculty/Staff,,High,North Jacobside,ND,2026-01-29,6451.95,Endowment
G202730,CA101779,Daisy,Wheeler,daisy.wheeler578@gmail.com,,Organization,,Low,North Davidton,IN,2024-03-24,32.53,Athletics
G202731,CA101045,Cheryl,Walker,cheryl.walker456@gmail.com,774-435-7483,Alumni,1996,Medium,Morenofurt,VI,2022-11-26,909.07,Endowment
G202732,CA100236,Adam,Sanchez,adam.sanchez856@gmail.com,001-364-452-5777x547,Parent,,Low,Port Juanberg,MH,"June 26, 2025",94.21,Annual Fund
G202733,CA101276,Blake,Gibson,blake.gibson102@hotmail.com,(604)835-6605x0337,Faculty/Staff,,High,East Anthony,NJ,2023-02-19,1142.16,Scholarship Fund
G202734,CA101395,Stacey,Miller,stacey.miller19@yahoo.com,437.210.3073x72607,Alumni,1997,Low,West Amandachester,GU,2026-06-24,46.13,Athletics
G202735,CA100284,Michael,Perkins,michael.perkins971@gmail.com,341-696-9315x727,Friend,,Low,Lake Lindseyfurt,CO,2025-01-09,170.59,Athletics
G202736,CA100335,Corey,Pena,corey.pena910@yahoo.com,239.838.5258x001,Friend,,Low,New Daltonmouth,MI,2023-06-05,79.47,Endowment
G202737,CA101011,Kristina,Baker,kristina.baker343@gmail.com,556-557-7580x9745,Parent,,Medium,South Davidstad,KS,2024-09-29,495.61,Annual Fund
G202738,CA100959,Laura,Stewart,laura.stewart802@hotmail.com,+1-442-282-4911x650,Alumni,2009,Medium,North Ericport,MN,04/04/2023,1306.96,Annual Fund
G202739,CA100386,Bryan,Garza,bryan.garza389@gmail.com,(259)505-6165x565,Friend,,Low,East Deborah,OR,12/02/2024,94.56,Annual Fund
G202740,CA101174,Ronald,Berry,ronald.berry544@hotmail.com,558.818.1045x02437,Faculty/Staff,,Low,West Sarahhaven,NM,2024-05-23,64.46,Annual Fund
G202741,CA100739,Steven,Boyer,steven.boyer75@gmail.com,(660)739-2051x4607,Parent,,Low,Michaelbury,KY,2022-11-30,118.09,Athletics
G202742,CA100654,Matthew,Hernandez,matthew.hernandez391@yahoo.com,001-599-760-4387x875,Alumni,1996,High,Fletcherhaven,OH,2025-03-29,1847.9,Scholarship Fund
G202743,CA100893,Brianna,Cole,brianna.cole808@gmail.com,553-291-1498,Parent,,Medium,Barkerside,GA,2025-08-19,366.09,Scholarship Fund
G202744,CA100804,Karen,Mccall,karen.mccall497@yahoo.com,+1-294-231-9100,Faculty/Staff,,Medium,Sarahport,NV,2025-05-10,289.57,Athletics
G202745,CA101018,Mark,King,mark.king429@yahoo.com,4065445475,Alumni,2017,Low,North Donaldborough,FL,10/31/2025,167.17,Scholarship Fund
G202746,CA100383,Charles,Walton,charles.walton635@yahoo.com,234.877.8485x880,Faculty/Staff,,Low,South Shannonfurt,NV,2023-10-27,95.86,Athletics
G202747,CA100129,Corey,Zavala,corey.zavala939@yahoo.com,001-853-655-6093x20489,Alumni,2005,Low,East Mark,MS,2023-08-05,131.12,Unrestricted
G202748,CA101221,Gabriela,Jensen,gabriela.jensen369@gmail.com,001-584-919-4785x5011,Alumni,1979,Medium,Jeffreyhaven,GA,2026-04-12,287.46,Endowment
G202749,CA100972,Natalie,Contreras,natalie.contreras291@yahoo.com,,Alumni,2006,Low,East Dana,MO,2026-03-30,226.29,Unrestricted
G202750,CA100900,Jillian,Ferguson,jillian.ferguson703@gmail.com,+1-576-492-0828,Faculty/Staff,,High,North William,PA,2023-08-04,7438.97,Annual Fund
G202751,CA101624,Arthur,Saunders,arthur.saunders809@yahoo.com,877.595.7039x962,Parent,,Low,Mcdonaldburgh,FM,2025-11-19,72.03,Endowment
G202752,CA100504,Duane,Hahn,duane.hahn703@gmail.com,972.594.2095x4814,Faculty/Staff,,Medium,Carterfurt,AR,2022-11-05,458.29,Annual Fund
G202753,CA100561,Kristen,Sheppard,kristen.sheppard634@yahoo.com,(796)208-9319x925,Alumni,2015,Low,South Sarah,NM,05/24/2026,136.2,Capital Campaign
G202754,CA101762,Brandy,Walls,brandy.walls751@gmail.com,284.672.1461x7275,Alumni,1974,Medium,Laurenburgh,NE,2022-08-29,321.39,Annual Fund
G202755,CA100921,Robert,Davis,robert.davis731@gmail.com,001-842-888-6050x537,Alumni,2011,Low,Burchton,NC,16-Mar-2025,81.47,Capital Campaign
G202756,CA100312,Michaela,Mckinney,michaela.mckinney386@yahoo.com,(517)335-7438x42150,Alumni,1969,Low,Hunterfort,MH,2024-06-16,123.85,Athletics
G202757,CA100901,Amy,Jones,amy.jones853@hotmail.com,+1-415-488-1445,Parent,,Low,South Tracyborough,DC,2026-08-01,86.55,Unrestricted
G202758,CA101319,Michele,Willis,michele.willis70@hotmail.com,620-730-2520,Friend,,High,Lake James,NH,2025-08-11,4850.98,Scholarship Fund
G202759,CA100357,Laura,French,laura.french839@gmail.com,+1-750-785-0165x790,Alumni,2001,Medium,Lake Angelica,CA,2026-01-08,1090.5,Endowment
G202760,CA100032,Brent,Gray,brent.gray828@gmail.com,755.564.6417x080,Alumni,1985,Low,Port Susanton,WV,2023-08-05,57.74,Unrestricted
G202761,CA101093,Peter,Whitaker,peter.whitaker389@hotmail.com,001-273-911-8046x7413,Alumni,2017,Low,Jermaineside,ME,2025-10-12,72.8,Athletics
G202762,CA101386,Brianna,Thomas,brianna.thomas686_at_gmail.com,(563)438-2222x4005,Alumni,2010,Low,Lake Gregory,MN,2025-08-06,57.21,Capital Campaign
G202763,CA101615,Amy,Avila,amy.avila419@yahoo.com,391.906.5735,Alumni,2009,Low,Matthewview,MS,2023-10-06,193.92,Athletics
G202764,CA101291,  Kyle ,Bell,,001-664-481-8754x036,Alumni,,Low,West Morganshire,NV,30-Oct-2022,81.88,Endowment
G202765,CA100815,Jacob,Parsons,jacob.parsons370@gmail.com,647-716-5609,Faculty/Staff,,Low,Brooksport,NE,"June 03, 2024",112.01,Capital Campaign
G202766,CA101779,Daisy,Wheeler,daisy.wheeler578@gmail.com,,Organization,,Low,North Davidton,IN,2023-08-04,93.85,Annual Fund
G202767,CA100743,James,Davis,james.davis694@hotmail.com,+1-364-725-8562x61499,Alumni,1999,Low,South Margaret,IA,"February 26, 2026",120.39,Scholarship Fund
G202768,CA100301,Angel,Chavez,angel.chavez348@hotmail.com,971.745.2111,Alumni,2008,Low,New Jasminehaven,RI,2025-09-05,25.93,Endowment
G202769,CA100165,Jacqueline,Martin,jacqueline.martin544@yahoo.com,684.325.2410x56481,Alumni,2003,Low,Gibsonstad,AR,"January 01, 2026",114.58,Capital Campaign
G202770,CA100751,Johnathan,Davis,johnathan.davis783@yahoo.com,(233)751-5718x4090,Alumni,1986,Principal,East Aaronhaven,AL,13-Oct-2024,7685.4,Capital Campaign
G202771,CA100515,  Deborah ,Dixon,deborah.dixon822@gmail.com,(825)366-0931x41818,Alumni,1990,Medium,Daniellestad,PW,2025-04-22,508.93,Scholarship Fund
G202772,CA100661,Joshua,Aguirre,joshua.aguirre955@hotmail.com,+1-773-320-3319x22270,Organization,,Low,East Williammouth,NE,2026-02-11,212.98,Annual Fund
G202773,CA100125,Ivan,Medina,ivan.medina413@gmail.com,,Friend,,Low,West Meredith,FL,"February 23, 2026",76.79,Unrestricted
G202774,CA101164,Roger,Mendoza,roger.mendoza765@yahoo.com,667-517-7629x691,Parent,,Low,Port Randy,OR,2024-05-26,37.15,Unrestricted
G202775,CA100402,Alexis,Fox,alexis.fox87@yahoo.com,+1-571-633-3447x62639,Alumni,2011,Low,South Henry,WY,2024-03-06,90.3,Scholarship Fund
G202776,CA101393,Jasmine,Fritz,jasmine.fritz98@yahoo.com,001-824-515-7127,Friend,,Medium,West Joseph,TN,2023-08-26,695.4,Endowment
G202777,CA100851,Kyle,Hunter,kyle.hunter469@gmail.com,728-240-0838,Parent,,Low,Powellmouth,MI,2024-09-05,43.78,Annual Fund
G202778,CA101283,James,Richardson,james.richardson2@hotmail.com,824.938.8430x21781,Alumni,1982,Medium,South Cynthiaview,TN,2025-11-25,282.24,Scholarship Fund
G202779,CA101062,Michael,Lozano,michael.lozano910@gmail.com,797.705.9161x18638,Faculty/Staff,,High,Lake Briannamouth,OK,2022-09-14,10223.67,Annual Fund
G202780,CA100545,Robert,Crawford,robert.crawford492@hotmail.com,788.236.1968x9313,Alumni,1989,High,Port Andre,OH,2023-02-06,2657.21,
G202781,CA100391,Zachary,Powers,zachary.powers307@hotmail.com,(808)229-7374,Alumni,1989,Principal,West Steven,IA,2025-05-13,48249.18,Endowment
G202782,CA100123,Emily,Brennan,emily.brennan153@gmail.com,001-706-773-8302x8439,Alumni,2017,High,West Nancy,TN,2026-06-07,5344.94,Athletics
G202783,CA100946,Amber,Stanton,amber.stanton435@gmail.com,9979461917,Parent,,Low,Weavershire,PW,2026-01-24,138.18,Capital Campaign
G202784,CA100066,Maria,Ross,maria.ross131@hotmail.com,356-354-5271,Alumni,2008,Low,South Colinstad,AS,2023-12-10,69.8,Endowment
G202785,CA100347,Eric,Hobbs,eric.hobbs987@gmail.com,5024194672,Friend,,Medium,Alexandrachester,IA,2026-08-24,127.59,Unrestricted
G202786,CA101351,Michael,Carrillo,,248.409.5739x4059,Alumni,1995,Low,Smithview,KY,2025-03-30,86.07,Unrestricted
G202787,CA101351,MICHAEL,carrillo,,248.409.5739x4059,Alumni,1995,Low,Smithview,KY,03/30/2025,86.07,Unrestricted
G202788,CA100643,James,Harrison,james.harrison464@yahoo.com,(874)323-1830,Faculty/Staff,,Low,Grantborough,VT,2025-11-12,89.82,Scholarship Fund
G202789,CA100960,Danielle,Willis,danielle.willis352@gmail.com,732-715-5130,Friend,,Low,Johnsonborough,SC,2025-10-14,58.49,Athletics
G202790,CA100648,Katie,Brown,katie.brown597@gmail.com,535.583.2863x42556,Parent,,Medium,North Meganhaven,CT,2024-05-29,925.37,Capital Campaign
G202791,CA101086,Jacob,Barber,jacob.barber122@yahoo.com,,Alumni,2004,Low,West David,MN,2026-01-16,68.29,Capital Campaign
G202792,CA100858,Robert,Good,robert.good701@yahoo.com,(614)537-7693x663,Parent,,Low,West Erik,MD,09/12/2024,62.98,Capital Campaign
G202793,CA100351,Mark,Gonzalez,mark.gonzalez737@hotmail.com,931-253-1363x63179,Faculty/Staff,,High,Thomasmouth,HI,08/16/2024,1976.09,Endowment
G202794,CA100047,Cindy,Jimenez,cindy.jimenez352@yahoo.com,001-603-248-2477x10932,Alumni,2012,Medium,Davisville,NH,2025-10-05,630.0,Unrestricted
G202795,CA101296,Mark,Morrison,markmorrison197@hotmailcom,391.622.6000,Alumni,1997,Low,Brandonmouth,MO,2023-05-19,61.35,Endowment
G202796,CA101564,Mitchell,Ford,mitchell.ford136@gmail.com,001-609-812-1852x73411,Faculty/Staff,,Low,East Johnmouth,FM,2025-01-01,145.74,Capital Campaign
G202797,CA101584,Thomas,Fowler,thomas.fowler302@gmail.com,822-284-8349x276,Parent,,Low,Ryanton,CO,2023-11-29,138.98,Endowment
G202798,CA101535,Erica,Houston,erica.houston972@gmail.com,524-524-0662x8346,Alumni,2017,Medium,Emilyside,PA,2025-08-02,243.01,Capital Campaign
G202799,CA101311,James,Young,james.young342@hotmail.com,(923)203-9744x08806,Friend,,Medium,Riddleton,PA,2025-03-10,1610.19,Endowment
G202800,CA101152,James,Pruitt,james.pruitt941@yahoo.com,(241)984-9378x4679,Alumni,2010,High,Lake Davidfort,GA,05/28/2023,12861.34,Unrestricted
G202801,CA101788,Robin,Davis,robin.davis833_at_hotmail.com,325.346.0189,Parent,,Low,Port Kevin,VA,2023-04-18,278.37,Scholarship Fund
G202802,CA100077,Charles,Murray,charles.murray774@gmail.com,9542119986,Alumni,2002,Low,Stoutshire,SD,31-Dec-2022,85.04,Endowment
G202803,CA100293,Stacy,Perez,stacy.perez254@yahoo.com,(721)968-9363x9264,Alumni,2005,Low,East Denise,OR,2024-04-16,67.99,Endowment
G202804,CA100413,Alison,Holland,alison.holland143@gmail.com,276-317-4224x3864,Parent,,Medium,New Danielchester,MT,2026-06-14,640.16,Scholarship Fund
G202805,CA100639,April,Andrews,april.andrews958@hotmail.com,315-542-1447x73244,Alumni,2003,Low,Donaldborough,OH,2024-01-07,51.43,Athletics
G202806,CA100503,Barbara,Smith,barbara.smith463@gmail.com,001-583-366-5528,Faculty/Staff,,Medium,Smithmouth,MD,2025-04-11,160.36,Scholarship Fund
G202807,CA100715,Randy,Tucker,randy.tucker40@gmail.com,,Alumni,2005,Low,New Nathanielshire,NE,2024-02-08,63.96,Unrestricted
G202808,CA101649,Carlos,Pittman,carlos.pittman997@yahoo.com,,Friend,,Low,Dustinhaven,NM,2024-08-04,126.29,Annual Fund
G202809,CA100859,Brittney,Castaneda,brittney.castaneda931@gmail.com,210-228-6712,Alumni,2003,Low,Thompsonberg,LA,"July 06, 2023",237.53,Endowment
G202810,CA100455,John,Robles,john.robles699@gmail.com,(449)468-5498,Alumni,2005,Low,Parkermouth,LA,05/21/2023,85.18,Annual Fund
G202811,CA100850,Penny,Livingston,penny.livingston497@yahoo.com,(905)276-6194x588,Friend,,High,Jonesmouth,ID,2025-04-17,1425.19,Capital Campaign
G202812,CA100700,Patrick,Walsh,patrick.walsh281@gmail.com,894.929.0458,Alumni,1976,Principal,West Dawn,OR,13-Jun-2024,70922.37,Unrestricted
G202813,CA101032,Alexis,Young,alexis.young373@yahoo.com,+1-388-791-7879,Alumni,2004,Medium,West Leahchester,HI,2023-11-25,221.71,Endowment
G202814,CA100103,Mark,Lane,mark.lane584@yahoo.com,327.887.7470,Friend,,Medium,Levyborough,OR,2024-07-30,150.36,Annual Fund
G202815,CA100277,Amy,Henry,amy.henry729@hotmail.com,(385)457-4982,Friend,,Medium,Phillipsview,ND,"December 16, 2022",264.48,Endowment
G202816,CA101341,Renee,Velasquez,renee.velasquez384@hotmail.com,001-447-442-2567x871,Parent,,Low,South Alicia,ND,2025-02-06,92.38,Capital Campaign
G202817,CA101638,Ryan,Lynch,ryan.lynch437@yahoo.com,+1-720-492-5192x01828,Alumni,2009,Medium,East Janet,OK,2023-03-10,324.28,Athletics
G202818,CA100894,Diane,Dominguez,diane.dominguez539@gmail.com,736.751.1893x9406,Organization,,Low,Hawkinsburgh,AK,2023-11-14,163.73,Athletics
G202819,CA101799,Adam,Lane,adam.lane394@gmail.com,,Friend,,Low,New Melissa,MD,2023-06-22,178.21,Annual Fund
G202820,CA100978,Julie,Lewis,julie.lewis979@yahoo.com,001-936-665-3802,Parent,,Low,East Kathyport,HI,19-May-2023,155.65,Athletics
G202821,CA100946,Amber,Stanton,amber.stanton435@gmail.com,9979461917,Parent,,Low,Weavershire,PW,04-Jul-2025,118.43,Unrestricted
G202822,CA101371,Jessica,Reed,jessica.reed426@hotmail.com,001-858-341-7491,Alumni,1989,High,Smithtown,GA,2022-12-17,6493.37,Endowment
G202823,CA101534,Elizabeth,Duarte,elizabeth.duarte677@hotmail.com,(629)353-3861,Alumni,,Medium,Lake Mackenzieborough,PA,2024-09-14,673.06,Athletics
G202824,CA101571,Rachel,Shepherd,rachelshepherd366@yahoocom,+1-680-228-6060x48022,Alumni,2017,Low,Loganport,FM,2022-08-31,73.62,Athletics
G202825,CA101794,John,Harris,john.harris56@gmail.com,3346495607,Faculty/Staff,,Low,Carrillostad,AR,2025-04-07,71.45,Annual Fund
G202826,CA100999,Rebecca,Hernandez,rebecca.hernandez412@hotmail.com,001-869-370-4095x31419,Parent,,Medium,Ronaldfort,MH,2026-05-03,471.61,Capital Campaign
G202827,CA101261,Gary,Torres,gary.torres911@gmail.com,,Organization,,Low,Jillianland,WY,2026-02-04,109.85,Annual Fund
G202828,CA101428,Drew,Norton,drew.norton113@hotmail.com,,Alumni,2005,Principal,Michaelbury,PR,"June 26, 2026",27363.34,Endowment
G202829,CA101742,Aaron,Rogers,aaron.rogers494@gmail.com,912.626.0082x2837,Alumni,2018,Medium,South Kimberly,MD,2023-01-17,316.97,
G202830,CA101265,James,Harvey,james.harvey888@gmail.com,(247)811-9360,Friend,,High,New Douglasfort,TN,2024-01-01,719.74,Athletics
G202831,CA100591,Tracy,Bell,tracy.bell469@hotmail.com,,Friend,,Low,Elizabethview,MN,2026-03-27,140.93,Scholarship Fund
G202832,CA101003,Wayne,Berry,wayne.berry8@gmail.com,986-488-3906x246,Alumni,1985,Medium,Guzmanland,NE,2024-06-27,594.16,Capital Campaign
G202833,CA101040,Eugene,Green,eugene.green169@yahoo.com,912.361.6850,Parent,,Low,Port Michaelside,SD,19-May-2026,50.67,Capital Campaign
G202834,CA100862,Cody,Obrien,cody.obrien424@hotmail.com,506-652-7758x4466,Faculty/Staff,,Low,Jasonmouth,FL,2024-09-02,99.21,
G202835,CA100758,Brian,Bryan,brian.bryan242@yahoo.com,001-388-528-5031x7235,Alumni,2017,Medium,Clarktown,AZ,2022-11-24,214.78,Unrestricted
G202836,CA100383,Charles,Walton,charles.walton635@yahoo.com,234.877.8485x880,Faculty/Staff,,Low,South Shannonfurt,NV,2025-11-25,191.68,Unrestricted
G202837,CA101313,Mary,Short,mary.short63@hotmail.com,731-213-2661x1584,Friend,,High,Frankfurt,IA,2026-06-03,2379.66,Unrestricted
G202838,CA100986,Jerry,Cole,jerry.cole411_at_yahoo.com,001-417-226-8080x81571,Alumni,2009,Low,West Janetmouth,CO,2024-10-14,128.12,Annual Fund
G202839,CA100119,Brandy,Davis,brandy.davis62@hotmail.com,207.828.6790x874,Parent,,Low,Lisaborough,OR,2026-06-21,69.49,Unrestricted
G202840,CA100369,Brenda,Snyder,brenda.snyder290@hotmail.com,930.502.4471x462,Alumni,2013,Low,North Kathyfort,CA,2024-11-11,300.65,
G202841,CA100988,Danny,Gonzalez,danny.gonzalez664@gmail.com,001-862-658-8576,Faculty/Staff,,Low,Johnsonville,OH,07/21/2022,57.22,Capital Campaign
G202842,CA101240,Rodney,Brown,rodney.brown895@yahoo.com,,Alumni,1984,Medium,New Nicole,MN,2026-02-24,660.53,Unrestricted
G202843,CA101663,Peter,Wilson,peter.wilson183@gmail.com,+1-781-868-7851,Friend,,Low,West Courtneyshire,MS,2023-07-30,76.31,Scholarship Fund
G202844,CA101313,Mary,Short,mary.short63@hotmail.com,731-213-2661x1584,Friend,,High,Frankfurt,IA,2025-12-22,5209.28,Scholarship Fund
G202845,CA101639,Shannon,Smith,shannon.smith610@yahoo.com,001-737-795-8291,Alumni,2007,Medium,Lisaland,NE,2025-02-15,531.66,Scholarship Fund
G202846,CA101072,  Peter ,Gonzalez,peter.gonzalez525@yahoo.com,+1-533-496-5049x627,Friend,,Low,South Dennis,FM,2024-08-19,54.42,Athletics
G202847,CA101611,Emily,Hughes,emily.hughes817@yahoo.com,+1-256-749-6741x9916,Alumni,2011,Low,New Erin,MS,2025-05-20,71.41,
G202848,CA101106,Jonathan,Jones,,+1-916-699-9393x449,Alumni,2020,High,New Nicole,FM,2024-05-05,11039.59,Capital Campaign
G202849,CA101151,Michael,Joyce,michael.joyce843@gmail.com,7278500030,Friend,,Low,Garciastad,SD,2025-04-25,109.83,Capital Campaign
G202850,CA101657,Gloria,Evans,gloria.evans252@yahoo.com,(241)919-9255x1253,Alumni,2011,Low,New Christopherbury,GU,2026-07-14,80.84,Athletics
G202851,CA101331,Sarah,Huang,sarah.huang45@yahoo.com,(799)424-2773x9238,Alumni,2001,Medium,East Johnburgh,AK,10/03/2025,258.32,
G202852,CA101400,Robert,Mayo,robert.mayo811@gmail.com,,Alumni,1991,Medium,Flemingside,IN,2026-03-21,399.66,Annual Fund
G202853,CA100447,Tonya,Martinez,tonya.martinez805@yahoo.com,670.530.4531,Alumni,2018,Low,South Tammy,AZ,2023-02-06,58.75,Scholarship Fund
G202854,CA100258,Joshua,White,joshua.white139_at_hotmail.com,763-892-0867x808,Alumni,2005,High,South Tiffany,UT,2024-10-27,6321.79,Annual Fund
G202855,CA101665,Tonya,Rodriguez,tonya.rodriguez163@hotmail.com,272-537-3564x0783,Faculty/Staff,,Medium,Port Richardmouth,FM,2024-07-26,1732.16,Capital Campaign
G202856,CA100137,Christian,Mcgee,christian.mcgee473@yahoo.com,8167315999,Alumni,1971,Medium,Lake Joshuamouth,NM,2025-12-27,356.47,Unrestricted
G202857,CA100327,Adrian,Jimenez,adrian.jimenez10@hotmail.com,984.768.9500,Friend,,Medium,New Timothyland,FL,2025-05-05,870.51,Scholarship Fund
G202858,CA100151,Christine,Glenn,christine.glenn445@gmail.com,323.268.8767x6772,Parent,,Low,West Antonio,IN,2025-04-13,73.41,Unrestricted
G202859,CA100173,Kyle,Baker,kyle.baker687@gmail.com,524-790-3521,Parent,,High,Palmerport,KS,2024-06-09,2514.63,Scholarship Fund
G202860,CA101648,Gary,Reynolds,gary.reynolds326@gmail.com,001-247-236-5003x2990,Friend,,High,Turnermouth,MT,2024-05-02,4179.47,Endowment
G202861,CA100048,Stacey,Holland,stacey.holland928@gmail.com,448.346.7737x8263,Organization,,Medium,Kendrachester,MA,2024-02-28,467.49,Endowment
G202862,CA100655,Michele,Haney,michele.haney566_at_gmail.com,461-562-0281,Faculty/Staff,,Low,Kaneville,AZ,2024-09-17,72.5,Scholarship Fund
G202863,CA100894,Diane,Dominguez,diane.dominguez539@gmail.com,736.751.1893x9406,Organization,,Low,Hawkinsburgh,AK,2022-09-08,73.43,Unrestricted
G202864,CA101217,Jeremiah,Byrd,jeremiah.byrd120@yahoo.com,282.718.8496x80664,Faculty/Staff,,Medium,Port Craigton,HI,2023-07-20,310.09,Scholarship Fund
G202865,CA101518,Sean,Silva,sean.silva384@yahoo.com,+1-907-257-8984x9749,Alumni,2013,High,Evanberg,CT,2025-10-23,5101.61,Capital Campaign
G202866,CA101186,Carl,Brown,carl.brown609@hotmail.com,994.619.3245x3810,Alumni,2006,Medium,Lake Sandraberg,WV,2022-09-01,553.29,Annual Fund
G202867,CA100470,Sherry,Smith,sherry.smith402@hotmail.com,(253)466-6845x909,Alumni,2000,High,West Ashley,AS,2022-09-24,2063.33,Capital Campaign
G202868,CA100059,Emily,Ruiz,emily.ruiz792@hotmail.com,+1-459-231-7461,Parent,,Medium,West Wendyville,CT,2023-05-20,452.81,Unrestricted
G202869,CA100976,Edward,Clark,edward.clark284@gmail.com,+1-476-472-0191x11661,Organization,,Low,North Christinaton,NV,2022-08-05,83.22,Capital Campaign
G202870,CA101030,Rebecca,Williams,rebecca.williams771@yahoo.com,+1-266-941-1065x41134,Alumni,2003,Medium,Craigshire,KY,2023-01-23,306.26,
G202871,CA101755,Michael,Higgins,michael.higgins538@yahoo.com,905-813-3793x7669,Alumni,2014,Medium,Lake Ericafurt,WI,2023-08-01,160.6,Capital Campaign
G202872,CA100800,Brittany,Clark,brittany.clark634@hotmail.com,,Alumni,2015,Medium,Smithland,OR,2024-09-11,608.31,
G202873,CA100699,Brooke,Juarez,brooke.juarez466@gmail.com,640.435.9544x29477,Alumni,2009,Medium,East Catherine,PR,06/25/2025,267.4,Scholarship Fund
G202874,CA100724,Nathaniel,Skinner,nathaniel.skinner627@hotmail.com,400-450-7026x08698,Alumni,2003,High,North Michaelbury,CO,28-Oct-2022,3109.49,Athletics
G202875,CA101207,Vincent,JONES,,001-952-273-5364x235,Alumni,1990,Principal,West Christopherville,WI,2023-03-19,74217.9,Capital Campaign
G202876,CA101405,Tammie,Walter,tammie.walter852@hotmail.com,6346213485,Alumni,2018,Low,North Jason,ID,2022-07-29,49.58,Athletics
G202877,CA101245,Bruce,Ibarra,,001-498-351-9393x2727,Alumni,2003,Medium,New David,MS,2022-08-22,1448.82,Unrestricted
G202878,CA100071,Jennifer,Frank,jennifer.frank975@hotmail.com,+1-910-822-9014x767,Parent,,High,Jasonhaven,DE,2023-12-10,2635.99,Endowment
G202879,CA101016,Jose,Martin,jose.martin625@yahoo.com,921-720-3843,Alumni,2006,Low,South Michael,OR,2023-10-19,27.19,Endowment
G202880,CA100565,Tyler,Walton,tyler.walton936@hotmail.com,978-890-4633,Alumni,2018,Medium,East Melissaville,MI,2022-11-16,732.79,Scholarship Fund
G202881,CA100717,Charles,Sutton,charles.sutton794@yahoo.com,872.651.2957x860,Parent,,Low,New Mariatown,AL,2023-06-24,94.42,Annual Fund
G202882,CA101193,Kirk,Russell,kirk.russell377@gmail.com,244.422.5216,Alumni,2009,Low,Herbertshire,KY,2024-03-06,106.35,Annual Fund
G202883,CA101182,Kaitlyn,Chavez,kaitlyn.chavez913@yahoo.com,,Alumni,2004,Medium,South Josephborough,AK,01/04/2025,111.8,Endowment
G202884,CA101399,Lindsay,Mccoy,lindsay.mccoy969@yahoo.com,8368948112,Parent,,High,Ashleyland,RI,2025-07-15,714.3,Endowment
G202885,CA101746,Andrea,Neal,andrea.neal100@yahoo.com,988.240.7094x6577,Alumni,2000,Low,Millerhaven,NY,2025-09-25,80.17,Annual Fund
G202886,CA101702,Patrick,Little,patrick.little87@hotmail.com,001-530-723-6416x936,Faculty/Staff,,Medium,South Melaniechester,KY,02/18/2025,231.41,Unrestricted
G202887,CA101433,Kimberly,Nicholson,kimberly.nicholson597@gmail.com,(520)561-9019,Alumni,,Low,West Christine,NM,2023-08-07,102.89,Scholarship Fund
G202888,CA100418,Christopher,Carrillo,christopher.carrillo410@gmail.com,560.612.2777x0793,Alumni,1973,Low,Williamstown,CT,"June 15, 2026",221.35,Capital Campaign
G202889,CA100341,Lisa,Olson,lisa.olson875@hotmail.com,+1-755-346-0158,Friend,,Medium,Hodgesport,SD,2024-03-24,841.96,Unrestricted
G202890,CA101689,Lindsey,Johnson,lindsey.johnson804_at_gmail.com,570.517.7375x949,Alumni,1986,Low,South Allisonville,FM,2025-01-05,86.13,Capital Campaign
G202891,CA101442,Carol,Sims,carol.sims488@yahoo.com,(793)327-8417x8376,Alumni,1980,Low,Paulahaven,DC,2025-11-24,328.06,Annual Fund
G202892,CA100319,Megan,Campbell,megan.campbell552@yahoo.com,+1-992-881-6158x148,Parent,,High,Allenbury,OH,2024-12-13,24644.22,Athletics
G202893,CA100380,Brooke,Ewing,,,Organization,,Medium,Port Roger,NM,2026-02-07,352.15,Unrestricted
G202894,CA100774,Christine,Moore,christine.moore642@hotmail.com,,Organization,,Low,Gravesview,UT,2023-07-23,49.07,Athletics
G202895,CA100529,Patty,White,patty.white952@gmail.com,4536474916,Alumni,1976,Medium,Coxport,DE,2024-04-08,505.3,Athletics
G202896,CA101472,Shelia,Nash,shelia.nash177@hotmail.com,4282354158,Parent,,Low,North Sandra,VT,2025-05-27,37.12,Athletics
G202897,CA101727,Randy,SANCHEZ,randy.sanchez499@hotmail.com,,Friend,,Low,Lake Adambury,NM,2023-02-16,221.67,Athletics
G202898,CA100210,Kevin,STANLEY,kevin.stanley407@hotmail.com,549.592.6189x14117,Parent,,Medium,Marieborough,MI,11/24/2023,651.33,Unrestricted
G202899,CA100941,Jennifer,Patterson,jennifer.patterson391@hotmail.com,477-206-7368,Friend,,Principal,Kathyfurt,ND,2022-09-14,24953.08,Annual Fund
G202900,CA101733,Sarah,Vega,sarah.vega943@yahoo.com,232-573-5514x97249,Alumni,1983,Low,East John,NJ,2022-11-16,101.16,Scholarship Fund
G202901,CA100123,Emily,Brennan,emily.brennan153@gmail.com,001-706-773-8302x8439,Alumni,2017,High,West Nancy,TN,2024-11-24,1405.49,Endowment
G202902,CA100704,Rebecca,Anderson,rebecca.anderson288@yahoo.com,2337399771,Alumni,2013,Low,East Timothymouth,CO,2025-07-11,64.15,Scholarship Fund
